Employee ID,Age,Gender,Department,Experience,Salary,Attendance Percentage,Training Hours,Projects Completed,Overtime Hours,Manager Rating,Performance Rating,Promotion Status
EMP2963,46,Female,Marketing,7,65660.97,93.44,75,8,26,5,5.0,1
EMP0550,47,Female,IT,17,131390.66,92.55,89,10,21,4,5.0,1
EMP2224,54,Female,Finance,13,98486.07,97.67,36,10,25,1,3.98,1
EMP3902,60,Male,Sales,14,87791.93,91.13,76,9,35,5,5.0,0
EMP4943,43,Male,Finance,8,79354.77,93.45,16,10,12,3,4.44,1
EMP4550,60,Male,Marketing,21,106601.95,100.0,84,3,29,4,4.69,0
EMP0606,56,Female,HR,14,78956.64,95.02,26,3,21,2,3.56,0
EMP2260,28,Male,Operations,1,43488.53,97.51,75,9,52,5,5.0,0
EMP0528,33,Male,Sales,10,74340.0,92.9,63,7,58,1,4.44,1
EMP2516,34,Male,IT,5,78221.74,97.61,27,7,43,1,3.86,1
EMP1987,59,Male,Finance,31,158447.37125,90.49,53,9,28,5,5.0,1
EMP2457,38,Female,Marketing,13,86312.53,98.91,42,9,36,1,4.44,1
EMP3846,56,Male,Sales,0,45432.16,94.52,16,1,34,4,3.7,0
EMP4955,41,Female,Operations,1,51653.54,86.89,18,4,44,4,3.98,0
EMP1874,48,Female,Finance,26,149445.24,93.01,68,4,29,2,3.85,1
EMP3215,21,Male,Sales,0,44266.8,94.28,30,10,7,4,4.82,0
EMP0299,44,Male,Sales,16,92944.48,96.1,72,1,21,1,3.08,0
EMP1136,58,Female,Finance,15,102839.16,99.81,46,8,9,2,4.08,0
EMP2586,32,Female,Operations,6,58933.6,96.24,26,5,23,3,4.34,1
EMP1878,32,Female,Marketing,4,61573.55,94.97,88,1,46,3,3.85,0
EMP4773,24,Male,IT,1,54074.97,94.81,80,4,57,2,4.27,0
EMP4995,42,Non-binary,Sales,5,56475.77,93.44,11,4,4,5,4.15,0
EMP4075,29,Female,HR,4,48624.68,93.27,27,9,42,4,5.0,1
EMP1616,58,Female,Sales,35,155800.53,84.63,83,4,34,5,4.97,1
EMP4949,49,Female,IT,16,126267.05,88.78,65,4,33,5,4.84,1
EMP0151,53,Male,Finance,10,86659.27,96.82,54,8,53,1,4.34,1
EMP0757,28,Male,HR,0,45930.58,92.96,75,10,21,2,4.36,0
EMP1053,33,Female,Sales,12,85313.69,97.03,81,1,58,1,3.72,0
EMP2520,51,Male,HR,5,59936.62,95.51,10,4,36,2,3.49,0
EMP4256,52,Male,Marketing,17,92484.66,95.93,72,2,41,4,4.5,0
EMP1484,42,Female,Finance,12,94680.39,88.38,39,3,16,4,3.8,1
EMP1116,53,Male,IT,21,153196.85,95.91,89,3,38,2,3.98,1
EMP3066,54,Female,Finance,4,60836.73,95.72,67,3,52,5,5.0,0
EMP2255,21,Female,Sales,0,44886.32,93.47,46,5,31,3,4.27,0
EMP0377,32,Male,HR,8,60893.06,100.0,42,4,27,4,4.35,1
EMP2104,29,Female,IT,2,54011.49,90.76,80,8,38,1,4.17,0
EMP4223,33,Male,IT,1,64251.81,91.79,11,9,48,3,4.71,0
EMP2340,28,Female,HR,5,53705.7,96.15,32,7,56,5,5.0,0
EMP3945,24,Female,HR,1,40277.24,97.18,35,1,17,4,3.58,0
EMP0379,21,Female,Finance,0,50155.24,85.91,38,5,37,5,4.49,0
EMP2776,23,Male,HR,0,42861.89,96.16,58,7,47,5,5.0,0
EMP4136,39,Male,Finance,14,101679.51,96.28,43,2,34,1,3.11,0
EMP4421,44,Female,HR,21,102053.03,100.0,69,10,37,1,4.88,1
EMP0908,45,Male,HR,20,98612.46,89.2,24,8,59,4,5.0,1
EMP1371,55,Male,Marketing,10,74441.03,86.27,17,10,56,4,5.0,1
EMP1955,38,Female,HR,0,46340.47,97.8,77,9,49,4,5.0,0
EMP1722,48,Male,HR,5,55436.92,96.9,17,10,0,2,4.02,0
EMP3314,48,Male,Operations,6,56810.98,88.96,11,1,30,1,2.3,0
EMP3056,41,Male,IT,8,86573.16,95.16,85,7,8,1,3.52,0
EMP1870,46,Male,Finance,13,91923.46,89.76,46,6,11,5,4.32,1
EMP3916,23,Male,Operations,0,43033.5,91.6,40,9,21,2,4.35,0
EMP4635,32,Male,Sales,8,69744.71,95.1,83,6,41,5,5.0,1
EMP0795,56,Male,IT,14,122023.99,86.67,26,6,44,3,4.38,1
EMP2553,44,Male,IT,1,56620.8,92.32,88,6,47,1,4.04,1
EMP0842,26,Female,IT,5,74930.49,89.27,54,5,38,1,3.59,0
EMP3338,44,Female,Marketing,5,60875.23,94.42,26,7,54,5,5.0,0
EMP1703,41,Female,Marketing,0,44575.98,92.7,18,8,9,1,3.4,0
EMP0176,48,Male,Finance,20,125146.35,88.65,11,5,59,3,4.43,1
EMP1809,24,Male,HR,2,49380.01,93.48,89,10,6,4,5.0,0
EMP2793,45,Male,Sales,14,89230.06,92.85,53,8,3,2,3.92,0
EMP3671,52,Male,Marketing,19,99262.08,100.0,22,6,37,5,5.0,1
EMP0046,27,Male,Marketing,3,51341.75,100.0,17,6,19,2,3.44,0
EMP2808,32,Male,Marketing,6,57601.89,93.7,52,9,27,2,4.21,0
EMP2459,31,Male,Marketing,1,47618.41,88.01,76,4,17,1,3.09,0
EMP1756,35,Male,Finance,7,75517.1,98.11,37,4,47,5,4.74,0
EMP2887,57,Female,Marketing,23,108657.81,91.35,62,1,37,4,4.19,1
EMP1718,59,Female,Finance,28,153723.96,97.38,31,6,39,4,5.0,0
EMP4176,52,Male,HR,20,93446.15,93.15,41,3,40,2,3.73,0
EMP3608,59,Male,Marketing,11,80843.81,93.86,75,1,40,4,4.18,0
EMP2935,49,Female,Marketing,18,96698.46,89.44,84,5,36,3,4.19,0
EMP3793,38,Female,Finance,14,101005.57,97.33,73,5,6,3,3.93,0
EMP1741,32,Male,Operations,3,53999.37,97.14,54,1,47,5,4.95,0
EMP3162,21,Female,Sales,0,41499.25,94.02,31,8,43,4,5.0,0
EMP2472,46,Female,Marketing,13,82525.04,94.16,24,6,45,1,3.7,0
EMP0284,50,Male,Sales,18,106685.28,94.04,40,3,7,2,3.2,0
EMP4049,54,Male,Marketing,22,107025.67,97.31,71,4,41,4,5.0,1
EMP1449,22,Male,Sales,0,39000.04,87.33,63,6,4,4,3.87,0
EMP1433,25,Female,IT,3,65921.69,97.48,16,3,41,2,3.69,0
EMP3610,47,Male,IT,21,150223.24,92.92,58,4,39,3,4.28,0
EMP3096,40,Female,IT,14,119978.21,93.87,59,6,54,1,4.13,0
EMP4908,31,Male,Sales,9,72219.13,89.68,90,2,53,1,3.26,0
EMP1076,59,Female,Marketing,36,154283.58,94.16,22,10,1,3,4.72,0
EMP3039,38,Female,Sales,3,53169.07,94.02,64,4,43,4,4.45,1
EMP4804,36,Female,IT,5,79175.67,95.91,83,3,2,3,3.7,0
EMP2603,42,Female,HR,11,72127.08,95.1,26,4,37,3,4.39,1
EMP3640,40,Male,HR,7,60051.92,100.0,12,9,57,4,5.0,1
EMP2747,29,Male,Sales,0,67970.93,94.03,69,10,6,1,3.76,0
EMP2362,44,Male,Sales,0,47417.69,84.59,19,8,46,2,4.04,0
EMP4153,42,Male,Operations,21,104769.43,93.76,67,8,13,5,5.0,1
EMP1056,39,Male,Sales,12,87029.68,89.18,72,1,8,1,2.62,0
EMP0978,58,Female,IT,5,77953.65,96.01,26,4,42,5,4.68,1
EMP4605,58,Female,Sales,34,152259.53,97.67,16,6,4,4,4.49,1
EMP1873,26,Male,HR,1,48387.83,93.48,90,7,11,3,4.45,0
EMP1540,44,Female,HR,6,60152.31,89.33,62,2,1,3,3.3,0
EMP4938,48,Female,IT,9,94040.52,88.15,15,1,25,1,2.7,0
EMP0100,53,Female,Operations,0,42853.67,95.2,52,4,51,5,5.0,0
EMP1740,30,Female,Finance,0,46915.7,84.84,24,7,17,2,3.71,1
EMP4406,51,Male,Finance,8,78269.36,94.81,57,10,48,2,4.87,0
EMP1733,31,Male,Finance,8,77956.03,94.7,83,6,47,2,4.72,1
EMP2198,25,Female,IT,3,74172.52,98.3,89,9,7,2,4.42,1
EMP0352,26,Female,HR,0,38699.57,93.36,73,9,44,1,4.27,0
EMP2788,60,Male,IT,26,158447.37125,95.35,63,5,44,5,5.0,0
EMP1933,41,Female,Marketing,3,53928.25,98.05,68,5,31,1,3.75,0
EMP1819,22,Female,Finance,1,50759.08,95.85,31,5,10,1,3.3,0
EMP1003,42,Female,Operations,9,75431.03,95.15,34,6,0,2,3.54,0
EMP0719,51,Female,Operations,6,64437.63,97.39,73,5,53,3,4.48,0
EMP2756,47,Female,Sales,12,82189.22,81.2,19,6,22,5,4.5,1
EMP2777,39,Female,Sales,13,84779.52,90.61,83,9,54,2,5.0,0
EMP4633,29,Female,Finance,1,50302.98,98.72,47,8,16,3,4.76,0
EMP0309,38,Female,HR,2,48194.17,95.14,31,6,22,3,4.12,0
EMP1565,40,Female,Operations,6,64281.45,90.73,48,6,4,4,4.09,1
EMP0834,50,Male,Operations,24,115323.94,94.07,29,4,29,3,4.25,1
EMP0367,50,Male,IT,7,92971.65,85.82,31,6,54,2,4.15,0
EMP4880,30,Male,Operations,7,61107.5,98.92,32,9,49,2,4.79,1
EMP2120,53,Male,IT,21,152087.17,94.18,70,1,5,5,4.1,0
EMP3197,54,Male,Operations,22,104583.85,98.98,27,9,42,1,4.71,1
EMP3837,23,Female,Operations,1,46423.1,100.0,82,6,26,1,3.92,0
EMP2590,30,Female,Finance,6,73124.32,95.95,52,7,14,4,4.55,1
EMP3989,29,Female,Finance,0,48060.82,87.43,81,2,0,4,3.76,0
EMP0020,58,Female,Operations,37,63992.48,97.29,63,7,51,5,5.0,1
EMP1478,37,Female,Operations,14,84359.55,92.29,72,10,30,4,5.0,1
EMP1607,53,Female,IT,9,93733.92,90.99,60,9,0,4,4.61,0
EMP2659,29,Female,Sales,5,59387.78,95.27,32,3,52,3,4.02,0
EMP0219,21,Male,IT,0,59269.79,90.14,82,10,7,3,4.59,0
EMP1879,25,Female,Marketing,3,53129.38,97.61,10,8,19,3,4.31,0
EMP0439,23,Male,Sales,1,48492.25,100.0,24,8,30,4,4.87,0
EMP1159,46,Female,IT,19,138888.51,95.77,55,8,31,1,4.36,1
EMP1615,22,Female,Marketing,0,39526.32,96.31,84,5,54,3,4.73,0
EMP4784,39,Male,Operations,6,63992.48,89.35,51,8,4,2,3.55,0
EMP3502,38,Female,Marketing,8,71396.86,88.1,48,9,57,3,4.89,0
EMP1182,47,Female,HR,23,107001.18,92.74,40,4,28,5,4.53,1
EMP4698,30,Female,Finance,8,83363.54,92.57,39,1,10,3,3.49,0
EMP4002,42,Male,IT,7,89391.21,99.84,41,8,3,5,4.9,1
EMP2819,29,Female,Sales,6,62310.4,98.45,46,2,27,5,4.8,0
EMP0803,46,Male,HR,1,43512.45,84.71,36,2,36,4,3.55,0
EMP3059,59,Female,Marketing,1,50365.85,93.19,73,9,18,3,4.76,1
EMP3575,46,Male,Finance,19,115557.41,96.44,30,7,44,2,4.4,1
EMP3797,49,Male,Marketing,9,72342.16,93.12,67,9,32,3,5.0,1
EMP2466,35,Female,Finance,6,66970.15,95.2,29,7,55,5,5.0,1
EMP0583,51,Female,Sales,22,116972.69,94.56,31,10,8,3,4.82,1
EMP0204,23,Female,Sales,0,45468.27,92.7,23,6,30,2,3.72,0
EMP4114,24,Female,Operations,1,49775.15,86.03,58,5,53,5,4.86,0
EMP3485,33,Female,Sales,12,78679.96,92.35,38,3,32,2,3.41,0
EMP2293,22,Female,Marketing,0,42796.48,89.3,72,9,47,1,4.11,0
EMP2223,24,Female,Operations,1,44830.57,94.14,85,2,53,3,4.08,0
EMP3476,50,Female,Operations,12,81338.61,97.24,65,7,36,3,4.89,0
EMP2329,52,Male,Marketing,12,80223.88,95.13,51,4,54,5,5.0,1
EMP4628,44,Male,IT,3,64645.17,87.59,30,4,8,5,4.1,1
EMP3429,25,Female,Sales,0,49095.99,94.89,46,9,33,2,4.18,0
EMP1996,60,Male,Operations,17,91806.46,95.66,17,10,9,3,4.67,0
EMP3404,29,Male,Operations,0,41333.8,96.04,66,7,50,5,5.0,0
EMP3419,54,Male,HR,8,71121.84,88.07,40,4,11,2,3.0,0
EMP0518,43,Male,HR,18,90767.14,97.94,10,4,2,5,4.3,0
EMP2504,44,Female,IT,13,112542.98,96.05,79,8,56,5,5.0,0
EMP1376,24,Male,Finance,1,49770.98,95.69,46,9,8,4,4.67,0
EMP2058,26,Female,Sales,3,50074.17,92.34,28,8,38,1,3.74,0
EMP0669,59,Female,Marketing,26,123049.48,96.3,34,2,3,2,2.98,0
EMP2465,47,Male,Finance,5,64754.85,97.84,48,3,19,5,4.29,0
EMP1979,22,Non-binary,Operations,1,47312.61,90.67,81,2,20,4,3.98,0
EMP4962,56,Male,Operations,16,85161.93,94.26,44,5,12,2,3.64,0
EMP0997,48,Male,Finance,1,47284.16,97.18,23,8,31,5,5.0,0
EMP2474,25,Female,Marketing,3,52988.26,95.25,56,6,5,4,4.21,1
EMP2802,28,Male,Marketing,7,65721.46,94.85,64,3,53,5,5.0,0
EMP3556,23,Male,Marketing,1,50767.03,88.94,12,9,44,2,4.26,0
EMP4430,42,Female,Operations,9,69384.22,99.38,61,1,6,1,2.74,0
EMP3411,28,Male,Finance,6,74136.18,95.59,90,7,3,4,4.39,1
EMP3461,58,Female,IT,6,79817.6,89.76,59,5,3,1,2.9,0
EMP4639,45,Male,HR,1,42546.93,87.95,26,6,35,4,4.38,0
EMP0760,42,Male,IT,17,134263.16,100.0,78,1,10,4,4.03,0
EMP4233,32,Female,IT,2,60786.94,100.0,47,1,24,4,4.05,0
EMP1398,58,Male,Sales,5,60272.45,99.04,29,9,58,1,4.33,1
EMP4968,25,Male,Marketing,1,50667.04,91.98,87,3,41,5,4.79,1
EMP2253,25,Female,IT,3,61350.66,92.52,79,4,28,1,3.41,0
EMP2396,56,Female,Operations,6,63353.71,93.5,21,2,29,5,3.86,0
EMP4634,36,Male,Operations,2,43518.09,95.5,28,3,33,3,3.79,0
EMP0215,60,Female,IT,36,158447.37125,98.65,29,7,35,5,4.76,1
EMP3399,36,Male,Sales,13,85756.12,92.97,76,7,17,1,3.84,0
EMP1118,41,Male,Marketing,16,90531.6,95.53,78,10,57,5,5.0,1
EMP0694,41,Female,HR,23,115443.41,96.16,14,9,39,2,4.61,1
EMP1579,50,Female,IT,23,158447.37125,92.15,47,5,31,5,5.0,1
EMP2672,47,Female,Operations,5,56273.98,85.7,72,5,16,4,4.3,1
EMP2500,56,Male,Marketing,3,54096.19,89.87,15,10,48,2,4.51,1
EMP1030,47,Male,Finance,14,100718.54,93.6,87,7,6,1,3.59,0
EMP1823,45,Male,Marketing,22,110429.86,99.66,29,6,41,2,4.32,0
EMP1943,44,Male,HR,6,59208.93,88.94,61,5,12,5,4.52,1
EMP2582,54,Female,Finance,29,155387.76,85.49,67,8,36,2,4.23,1
EMP4992,43,Male,HR,13,81010.53,92.16,14,1,8,4,3.41,0
EMP0197,31,Female,Finance,5,62244.26,100.0,69,3,44,4,4.49,1
EMP3933,22,Male,Operations,1,49961.68,98.07,31,1,16,4,3.92,1
EMP3909,50,Female,Sales,6,65119.86,95.58,36,10,44,2,4.87,1
EMP1925,27,Female,HR,5,58612.45,90.85,71,9,42,5,5.0,0
EMP0880,50,Male,Sales,29,135558.69,90.5,19,8,5,5,4.98,0
EMP3110,35,Male,Marketing,0,45754.18,99.48,13,9,5,4,4.72,0
EMP3694,37,Male,IT,14,119523.8,99.74,86,5,19,2,4.34,1
EMP4974,33,Female,Sales,8,72904.35,99.73,52,2,10,2,3.23,0
EMP1748,21,Male,Finance,0,53102.91,95.2,65,6,59,3,4.85,0
EMP0888,55,Female,Finance,21,131002.4,91.47,26,8,38,5,5.0,1
EMP4155,33,Male,Operations,11,78227.62,89.64,10,1,22,4,3.43,0
EMP0069,60,Female,Finance,35,158447.37125,94.17,62,1,55,1,3.61,0
EMP2729,26,Male,HR,2,49077.83,94.19,53,4,30,2,3.8,1
EMP2101,36,Male,IT,3,70540.86,97.73,13,4,36,5,4.67,1
EMP0569,26,Female,Finance,0,51590.29,91.2,40,6,17,4,4.29,0
EMP2026,54,Female,HR,30,128154.19,96.99,13,10,47,4,5.0,1
EMP0097,28,Male,IT,0,57277.04,97.79,26,2,46,1,3.08,0
EMP1042,41,Male,Marketing,7,63291.92,95.38,39,5,32,3,4.27,1
EMP1455,51,Female,Marketing,24,113740.43,91.12,88,7,10,1,3.62,0
EMP0140,48,Male,IT,15,89045.14,97.76,86,6,12,4,4.88,0
EMP2314,31,Non-binary,Operations,10,71558.49,91.92,74,2,44,1,3.51,0
EMP2654,24,Male,Marketing,0,40560.35,100.0,76,10,31,1,4.47,0
EMP1261,36,Female,Finance,1,51522.2,100.0,60,5,20,5,4.97,0
EMP1840,39,Female,IT,13,115257.44,98.51,52,1,16,2,3.09,0
EMP3929,57,Male,Finance,33,158447.37125,94.91,58,4,0,2,3.91,1
EMP1352,40,Male,Finance,11,85845.17,95.15,28,6,29,1,3.7,0
EMP1967,57,Female,Operations,16,88157.37,93.76,27,5,60,5,5.0,1
EMP3796,46,Male,Finance,3,55389.83,92.32,36,2,42,3,3.69,0
EMP4027,29,Female,Sales,7,68996.35,93.82,26,1,7,4,3.69,1
EMP1026,27,Male,IT,6,83613.95,100.0,57,2,11,1,2.83,0
EMP0464,45,Male,Finance,10,87176.13,90.51,81,10,59,3,5.0,1
EMP2375,28,Male,Finance,4,65407.04,80.66,88,9,15,4,4.64,1
EMP1273,28,Male,Finance,7,80323.75,91.13,22,9,20,3,4.28,1
EMP3938,35,Female,Operations,5,55104.44,90.38,51,6,21,4,4.76,1
EMP0595,32,Female,Operations,3,53795.28,95.48,13,9,13,3,4.38,1
EMP2216,52,Male,HR,12,78498.28,94.37,16,2,27,5,4.3,1
EMP4918,59,Female,Operations,4,52470.47,87.3,11,7,28,1,3.2,1
EMP0626,21,Female,HR,0,37720.61,91.55,13,2,4,5,3.52,0
EMP0451,37,Male,Sales,11,75763.98,100.0,29,9,20,4,5.0,1
EMP1551,35,Male,Sales,13,88819.28,94.32,62,4,35,1,3.98,1
EMP1413,23,Male,Marketing,1,49118.2,93.8,47,4,35,5,4.89,0
EMP1872,22,Female,Operations,1,43812.51,95.58,82,3,51,3,4.31,0
EMP4486,48,Female,HR,24,107799.43,90.38,50,6,55,5,5.0,0
EMP2471,29,Male,IT,2,66262.26,95.86,47,2,48,5,4.61,0
EMP1336,35,Male,IT,7,85698.43,92.35,56,7,34,1,3.79,0
EMP3847,22,Male,Operations,1,44863.04,91.17,25,2,54,4,4.29,0
EMP4407,38,Male,Sales,7,67970.93,97.7,57,4,22,2,3.49,0
EMP4026,54,Female,Operations,31,130077.19,90.77,61,10,1,4,5.0,1
EMP2985,43,Male,Marketing,8,69763.51,95.76,45,5,18,2,3.62,1
EMP4081,34,Male,IT,3,71079.09,87.6,13,6,38,3,4.02,0
EMP3300,37,Male,IT,10,99614.35,82.77,45,7,41,1,3.45,0
EMP4729,21,Male,IT,0,59908.32,96.94,37,7,16,2,3.89,0
EMP1000,49,Female,Sales,20,106011.43,96.22,65,2,0,3,3.44,0
EMP1537,54,Non-binary,Marketing,10,72976.31,88.06,17,6,19,1,2.88,0
EMP2019,26,Male,IT,4,71042.21,93.91,26,9,41,4,5.0,1
EMP0193,25,Male,IT,3,68159.94,89.23,63,5,57,2,4.34,0
EMP3817,22,Male,Operations,0,38659.35,94.89,30,2,4,5,4.07,0
EMP4224,58,Non-binary,Marketing,15,83731.31,95.2,11,4,51,3,4.18,0
EMP1375,29,Male,Finance,1,56253.3,89.18,30,7,56,5,5.0,0
EMP4275,39,Male,Marketing,2,48148.15,86.74,59,1,10,5,3.7,0
EMP4480,52,Female,Operations,27,122769.43,88.98,20,10,31,1,4.22,1
EMP4969,56,Female,Marketing,30,132848.17,91.3,60,3,24,4,4.47,0
EMP2606,47,Male,Marketing,13,83414.44,98.77,24,5,11,4,4.16,0
EMP3689,59,Male,Marketing,11,76928.39,96.45,68,2,46,1,3.4,0
EMP2842,24,Male,Sales,0,44842.55,99.91,35,10,57,3,5.0,0
EMP3865,24,Male,Marketing,2,48660.8,100.0,62,6,56,3,4.88,0
EMP4237,30,Male,Marketing,7,62362.54,91.84,43,5,48,1,3.56,0
EMP3856,42,Male,Finance,17,113632.0,85.5,11,10,17,2,4.12,1
EMP2715,31,Non-binary,Operations,6,60739.48,93.03,48,7,1,3,4.31,1
EMP3754,36,Female,Marketing,11,74963.89,89.88,34,3,24,1,2.84,0
EMP2246,42,Male,IT,0,85597.69,99.59,72,6,16,1,3.64,1
EMP1659,26,Female,Marketing,3,54326.84,92.06,54,4,45,3,4.23,0
EMP2562,53,Male,Finance,9,82247.35,87.91,41,7,11,4,4.26,1
EMP4967,38,Female,IT,10,101852.86,100.0,11,8,21,5,4.91,1
EMP0192,44,Female,HR,19,90333.04,95.03,75,10,52,2,5.0,1
EMP4607,22,Female,Operations,1,43936.66,92.78,29,2,18,1,2.51,0
EMP1744,25,Male,Finance,0,50765.81,94.7,28,4,48,3,3.85,0
EMP3086,47,Female,Finance,10,78552.37,94.13,17,8,51,3,4.09,0
EMP4288,45,Female,IT,21,150079.07,98.05,56,9,2,2,4.3,1
EMP1863,28,Female,Marketing,6,66392.6,92.71,47,7,49,1,4.23,0
EMP1768,26,Male,Finance,3,60419.35,92.96,56,7,25,4,4.81,0
EMP1895,24,Female,HR,2,52454.21,96.48,82,10,45,3,5.0,0
EMP4850,40,Male,Finance,13,96537.92,88.27,74,3,51,5,4.88,0
EMP3718,34,Female,Marketing,1,44445.22,88.28,30,5,50,1,3.59,0
EMP2523,26,Male,HR,5,55569.73,95.39,44,10,25,1,4.36,1
EMP3467,25,Female,HR,2,49246.64,97.72,48,8,56,5,5.0,1
EMP4054,44,Female,Sales,17,103245.94,91.79,19,2,27,3,3.84,0
EMP3931,38,Female,Sales,4,58569.73,99.11,26,7,31,3,4.59,0
EMP0167,44,Female,HR,18,93328.17,94.88,12,4,34,5,4.68,1
EMP2219,55,Male,Operations,10,72832.26,91.14,70,1,46,2,3.7,0
EMP3679,58,Male,IT,35,158447.37125,91.47,78,7,16,1,3.63,0
EMP1025,22,Female,Marketing,0,46301.19,87.76,38,4,31,2,3.6,0
EMP1362,29,Male,HR,1,46241.83,90.19,11,4,23,4,4.09,0
EMP2901,32,Female,Marketing,9,73005.0,100.0,39,2,27,2,3.62,1
EMP1893,31,Female,Marketing,10,71819.02,94.52,16,9,20,3,4.57,1
EMP3567,38,Female,HR,16,65215.82,89.32,67,5,12,4,4.29,1
EMP1097,53,Female,Operations,30,130313.63,97.39,49,9,33,3,4.92,0
EMP2099,26,Male,Sales,0,44362.62,94.02,58,4,52,2,4.17,0
EMP4920,46,Female,HR,19,93011.03,98.35,74,7,20,5,5.0,1
EMP0153,47,Male,HR,13,84187.81,89.96,89,9,47,4,5.0,1
EMP2584,59,Male,Marketing,29,131114.25,91.88,59,6,5,4,4.32,1
EMP4796,56,Male,Marketing,23,114751.19,93.17,20,5,56,3,4.44,1
EMP3950,48,Male,Marketing,7,61003.27,90.86,19,7,44,5,5.0,1
EMP1520,31,Female,HR,7,60443.32,94.09,15,9,41,5,5.0,1
EMP4210,42,Male,HR,15,85551.0,96.16,40,8,47,2,4.78,1
EMP1673,32,Female,Operations,1,45355.02,94.28,47,7,14,4,4.36,1
EMP2923,56,Female,Sales,9,74180.31,91.86,72,3,18,1,3.08,0
EMP1434,51,Female,HR,3,54650.5,84.47,49,8,1,3,3.88,0
EMP4872,29,Female,Sales,1,48006.73,95.9,76,8,43,2,4.58,0
EMP2032,25,Female,Marketing,2,46494.53,92.36,42,6,3,3,3.76,1
EMP1624,26,Female,Operations,3,50436.69,93.06,28,1,34,3,3.55,0
EMP0032,57,Male,Operations,9,70756.37,98.45,87,5,9,5,4.95,1
EMP0938,59,Female,Operations,2,51729.49,90.3,42,10,48,1,4.21,1
EMP1527,36,Male,Finance,13,104841.95,100.0,71,8,24,2,4.44,1
EMP2651,57,Female,Sales,21,111423.12,94.02,44,3,9,3,3.89,1
EMP4565,29,Male,Marketing,8,67155.62,95.11,48,8,52,3,5.0,1
EMP0310,45,Female,Finance,3,80323.75,93.715,70,7,28,1,3.82,1
EMP3001,40,Male,IT,2,68828.03,85.92,90,6,20,4,4.36,0
EMP1500,31,Female,Sales,9,74799.18,99.41,66,5,44,4,4.97,1
EMP4158,28,Male,IT,1,57007.35,88.55,23,7,41,5,4.86,0
EMP4450,38,Female,Operations,12,76626.47,90.68,87,1,22,3,3.69,0
EMP0496,32,Male,HR,0,42694.62,99.96,69,3,42,3,4.29,1
EMP0206,56,Male,Finance,23,130668.31,87.96,23,9,57,2,4.58,0
EMP2727,48,Male,Finance,1,52928.98,96.69,41,3,18,3,3.69,0
EMP3426,46,Male,Marketing,24,118013.78,89.13,67,3,40,2,3.68,0
EMP3905,53,Male,Operations,6,57712.16,100.0,14,1,4,2,2.94,0
EMP0306,43,Male,Sales,8,68557.7,98.55,58,10,55,3,5.0,0
EMP3867,29,Female,Marketing,6,59581.01,91.84,44,9,56,2,4.98,1
EMP2313,54,Male,Operations,2,49548.78,97.57,57,5,47,5,5.0,0
EMP1062,36,Male,IT,6,80898.93,87.56,62,6,16,4,4.32,0
EMP0844,24,Female,Finance,2,53122.69,97.5,65,6,37,2,4.26,0
EMP2768,60,Male,Operations,17,88993.75,86.77,53,10,0,4,4.96,1
EMP4674,40,Male,Sales,11,85208.15,88.54,80,7,55,3,5.0,1
EMP0212,52,Female,Finance,14,100920.22,90.82,70,5,59,5,5.0,0
EMP1109,41,Female,HR,4,51378.03,100.0,84,4,0,1,3.18,0
EMP3789,49,Male,Marketing,5,59968.01,100.0,63,7,29,4,4.71,1
EMP0680,35,Female,Sales,11,85857.37,99.05,21,4,33,1,3.45,0
EMP0566,45,Male,Finance,6,67874.7,99.17,17,5,10,4,4.2,1
EMP4663,32,Female,HR,11,75818.75,90.41,55,5,48,2,4.17,0
EMP3652,57,Female,HR,24,113582.46,91.48,22,2,32,3,3.76,0
EMP0681,57,Male,Operations,16,84766.2,97.7,86,4,37,3,4.28,1
EMP0181,21,Female,HR,0,43419.65,91.73,56,10,22,5,5.0,0
EMP3949,24,Female,Sales,0,43704.75,94.29,16,9,27,3,4.52,0
EMP1770,25,Female,Sales,4,57011.08,96.78,59,2,34,4,4.24,0
EMP3144,22,Female,IT,0,52763.82,100.0,65,2,7,2,3.17,0
EMP4318,53,Male,Marketing,17,95081.03,86.65,22,5,23,4,4.23,1
EMP0279,28,Male,Marketing,3,54265.91,94.71,89,7,59,5,5.0,1
EMP1150,34,Female,IT,6,86218.7,97.9,48,10,27,1,4.27,1
EMP1322,40,Male,Marketing,2,42183.27,99.37,29,8,1,5,4.77,1
EMP0433,32,Male,Sales,6,64696.15,87.03,14,7,26,5,4.67,1
EMP0290,24,Male,Marketing,1,47570.63,94.25,32,7,29,4,4.57,0
EMP1028,47,Female,Marketing,9,75052.98,88.43,17,2,39,4,3.85,0
EMP0536,58,Female,Sales,29,67970.93,91.86,49,10,16,3,5.0,1
EMP4630,24,Male,IT,1,89045.14,87.93,39,3,15,5,4.12,0
EMP0189,31,Female,Marketing,3,53410.24,98.76,75,7,0,3,4.21,1
EMP4044,21,Female,HR,0,49022.17,92.37,22,10,28,1,3.73,0
EMP3993,42,Female,HR,8,69753.91,99.69,17,8,18,5,5.0,1
EMP4548,41,Female,Finance,10,86897.55,92.59,69,7,23,3,4.62,1
EMP0271,37,Female,Sales,15,93438.03,99.69,41,9,30,1,4.32,1
EMP3292,43,Male,Operations,17,91688.72,91.73,11,2,2,3,2.98,1
EMP4127,56,Female,Operations,15,92608.13,95.74,21,7,9,5,4.67,1
